F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12	F13	F14	F15	F16	F17	F18	F19	F20	F21	F22	F23	F24	F25	F26	F27	F28	F29	F30	F31	M01	M02	M03	M04	M05	M06	M07	M08	M09	M10	M11	M12	M13	M14	M15	M16	M17
Niabella_unclassified	0.00053619134	0.00016948976	0.00031265146	0.00067687253	0.00051289688	0.00050170622	9.679856e-05	0.00087696347	0.00027859339	6.801253e-05	0	0.00027560982	0.00059302772	0	0.00071383275	0	0.0004776082	0.00016670558	0.0005931904	0.00032405534	0	0.00011394554	0.00066316076	0.00036587421	0.00021403516	0.0002393703	0.00031790481	0	0.00039942786	0	0.00024733195	0.00034821915	0.00033080608	3.352897e-05	0.00020791819	0.00045912137	9.171721e-05	0.00011280672	0.00061136782	7.407527e-05	0.00073228418	0.00072089449	0	0.00036834309	0.00020159316	0.00015793341	0.00025371553	0.00026550378
Chlamydia_muridarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58527e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia_pecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.517244e-05	1.048853e-05	0	0	6.64073e-06	0	0	0	0	0	0	0	0	0	0	0	1.381198e-05	0
Chlamydia_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54721e-06	0	0	1.533693e-05	0	0	0	0	0	0	0	0	0	0	0	2.14617e-05	0
Chlamydia_psittaci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.80299e-06	0	0	0	0	0	0	0	0	0	0	0	9.56214e-06	0
Chlamydia_trachomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50322e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.588541e-05	0
Chlamydophila_abortus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.293434e-05	0	0	0	4.869871e-05	0	0	0	0	0	0	0.00033194117	0	0	0	0	7.139734e-05	0
Chlamydophila_unclassified	0.00216171846	0.00023802257	0.00111680233	0.00104375661	0.00215058506	0.00101336277	0.00039970679	0.00030985011	0.00077387053	0.00081245231	0.00188264479	0	0.00034153134	0	0.00209000668	0	0.00064273131	0.0006729713	0.00058433681	0.00079620343	0.00128112458	0.0013998483	0.00153205078	0.00098644294	0.00056595065	0	0.0014333933	0	0.00051839675	0.00090374454	0.00060941418	0.00017036367	0.00013589493	0.00149327301	0.00016333041	0.00112001773	0.00018705277	0.0001537434	0.00020681093	0.00030052947	0.00317615723	0.00140486846	0	0.00049409463	0	0	0.0007715587	0.00109296343
Parachlamydia_acanthamoebae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.24453e-06	3.056657e-05	0	0	2.466558e-05	0	0	0	0	0	0	0	0	0	0	0	4.526081e-05	0
Chlorobaculum_unclassified	0	0.00013288979	0.00016106288	0	6.201857e-05	0.00012813235	8.028893e-05	0.00012579605	0	0	0	0.00016787322	0	4.811242e-05	0	0	0.00010517926	0	5.723948e-05	8.033075e-05	0	9.410427e-05	0	0.00014683693	0.00011319013	7.626625e-05	2.947047e-05	0	8.006651e-05	0	0.00010237319	0.00015073514	2.749421e-05	4.165721e-05	9.834609e-05	0.00016566235	7.409744e-05	9.326176e-05	0	0.00036113651	0	0	4.092813e-05	0	0.00016213035	2.092028e-05	0.00021950431	0.00010967641
Chlorobium_phaeobacteroides	0.00179348117	0.00348080375	0.00039708897	0	0	0.0002801804	0.00049737427	0.00077101638	0	0.00168503863	0.00058575269	0.00035102545	0.0033999003	0	0	0	0.00026669464	0.00167491284	0	0.00066049729	0	0.00029024932	0.00031767354	0.00030696226	0.00070431195	0.00092893798	0.00214052772	0	0.0007527157	0.00224926246	0.00023243749	0.00076326522	0.00016916817	0.00084475592	0.00068589285	0	0	0.00019144824	0	0	0	0	0.002990587	0.00030751839	0.0010024188	0.00051667207	0.00037462352	0.00170016533
Chloroflexus_unclassified	0	1.817716e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.414943e-05	0	0	0	0	0	1.132818e-05	4.34525e-06	0	0	1.86573e-05	0	0	0	0	0	0	0	0	0	0	0	2.95364e-05	0
Roseiflexus_unclassified	0	6.939255e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.741626e-05	0	0	4.919113e-05	0	5.451083e-05	0	1.41082e-05	0	4.146571e-05	0	8.349289e-05	7.596691e-05	2.644347e-05	0	9.708119e-05	2.734744e-05	0	0	0	0	0	0	0	0	0	0	9.668389e-05	0
Dehalococcoides_mccartyi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.119407e-05	0	0	0	0	0	0	4.720075e-05	1.153738e-05	0	0	1.786673e-05	0	7.818774e-05	0	0	0	0	0	0	0	0	0	7.033487e-05	0
Crocosphaera_watsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.531402e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyanobacterium_unclassified	0.00221553472	0.00042360157	0.00058873551	0.00024613546	0.00264490954	0.0010622416	0	0.00152424603	0.00045588009	0.00031899968	0.00055455967	0	0	0.00056155367	0	0.00208583041	0.00052700637	0.00158558188	0.00023987047	0.00031276168	0.00113323039	0.00027494321	0.00094198711	0.00030319721	0.00121815666	0	0	0	0	0.00500669321	0.00096457363	0.00088403313	0.0001670667	0	0.00083436067	0.00082480567	0.0013807924	0.00189324452	0	0.00424954001	0.00127221837	0.00116926407	0	0.00212914754	0	0.00024456106	0.00051848065	0
Cyanobium_unclassified	0.00050287651	0.00077019584	0.00070575126	0.0003673479	0.00134815765	0.00053784164	0.00497773981	0.00027015218	0.00012944743	0.00104382355	0.00134744631	0.0004376065	0.00058456932	0.00063490242	0.00032733937	9.930316e-05	0.00054004971	0.00059440105	0.00062716347	0.00111916584	0.00049712134	0.0005175735	0.00071281162	0.00072687601	0.00082487707	0.00167257164	0.000754005	0.00032544609	0.00118154652	0.00044628564	0.00077535105	0.00097857973	0.00184666499	0.00053791503	0.00094962482	0.00154758436	0.00098214503	0.00083350775	0.00020473894	0.0012556776	0.00044463693	0.00122043762	0.0018559333	0.00069184564	0.00107278622	0.00074443797	0.00081936942	0.00109061063
Synechocystis_sp_PCC_6803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.58951e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anabaena_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.454439e-05	2.187607e-05	0	0	4.016062e-05	0	0	0	0	0	0	0	0	0	0	0	6.332264e-05	0
Microcoleus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.00046032485	0	0	0.00059674703	0	0	0.00026272508	0.00071569053	0	0	0	0.00099751662	0	0	0	0	0	0	0	0.00018369909	0	0	0	0	0	0.00082935252	0	0	0	0	0	0	0	0	0	0
Oscillatoria_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.330773e-05	0	0	0	0	0	0	6.08365e-06	2.112689e-05	0	0	2.102899e-05	0	0	0.0001311205	0	0	0	0	0	0	0	0	0	0
Fischerella_muscicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.762161e-05	0	0	0	1.533693e-05	0	0	0	0	0	0	0	0	0	0	0	5.014813e-05	0
Gloeobacter_unclassified	0.00097105828	0.000788373	0.00077256991	0.00072387327	0.00146274276	0.0010435629	0.00147613455	0.0008911413	0.0003316856	0.00091037106	0.00096636901	0.00108520144	0.00098624928	0.00132409018	0.00098293759	0.00021809573	0.00065716224	0.00059884198	0.00101816262	0.00108400975	0.00060610833	0.00075793622	0.00066545942	0.00048923495	0.000775657	0.00095733017	0.00089477351	0.00079463877	0.00090455559	0.00055608438	0.00042166007	0.00092583741	0.00063849602	0.00110384344	0.00055513366	0.00099204575	0.00085817734	0.00124456743	0.00029875568	0.00100463605	0.00049755199	0.00119261844	0.00116991486	0.00112525702	0.00069020298	0.00129086987	0.00062408921	0.00061335537
Deinococcus_unclassified	0.03875520027	0.0128032316	0.02548350444	0.01565047403	0.02804068418	0.0205535457	0.02149710004	0.0136339206	0.01387545168	0.00971035665	0.03989080291	0.01701043458	0.01335787898	0.03962030765	0.01975805698	0.01082126034	0.01257128046	0.05081906927	0.01841546306	0.03979687431	0.03393128522	0.02167421705	0.03370971442	0.01487216661	0.01222277036	0.01034170299	0.00841036934	0.00708936389	0.03914830339	0.02430312185	0.0124184135	0.01943794072	0.02015465403	0.01017756711	0.01133288524	0.03993286555	0.01921373335	0.02732030952	0.00572906421	0.02792512353	0.01405082805	0.02143347413	0.00913877926	0.01127477829	0.01247215019	0.03045035624	0.03778661461	0.03473629248
Meiothermus_ruber	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.657271e-05	5.139379e-05	0	0	1.834107e-05	0	0	0	0	0	0	0	0	0	0	0	1.976176e-05	0
Meiothermus_unclassified	0.00021171673	0.00075336968	0.00056064508	0.00012507763	0.00036896073	0.00030461982	0.00033957699	3.840904e-05	0.00028046944	0.00041900865	0	0.0006699258	0.0004420923	0.00017338628	5.087859e-05	0	0.00065244443	0.00013630231	0.00079435215	0.00053335247	0.00020227049	0.00038340877	0.00052064441	0.00015170934	0.00036410026	0.00023967234	0.00036853758	0.00060416267	0.00057252835	0.00032531366	0.00034760733	0.000384929	0.00043920681	0.0001952228	0.0003326691	0.00035621788	0.00039188263	0.00017190328	0.00022144439	0.00053841601	0.00021567274	0.0004794515	0.00056921584	0.00044090838	0.0004150727	0.00034150153	0.00082956904	0.00068864478
Thermus_oshimai	0	0.00015892735	8.925775e-05	0	0	0.00012149879	0	0	0	0	0	0	0	0	0	0	0.00018621447	0	6.526947e-05	0.00017978787	0	0	0.00017055989	0	6.252713e-05	0	0	0	0.00020220187	0	0.00012628824	0.00018774466	0	3.077118e-05	8.000502e-05	0.00010798731	0.00022716922	8.387403e-05	0	0.00010351745	0	8.277064e-05	0	0	0	4.935419e-05	0.00029366404	0
Thermus_scotoductus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61518e-06	4.27033e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.64971e-06	0
Thermus_thermophilus	0	9.862339e-05	0	0	0	4.1547e-05	0	0	0	0	0	0	0	0	0	0	0	2.818281e-05	0	0	0	0	0	0	0	0	0	0	0.00013706302	0	8.89472e-05	0.00013365382	3.414885e-05	0	0.00014277576	0.00015339106	0	1.908326e-05	0	0	0	0	0	0	0	0	0.00016978116	0
Thermus_unclassified	0.00064106406	0.00079451394	0.00112527933	0.00054421912	0.00118946308	0.0009913673	0.00133328282	0.00079344314	0.00106390782	0.00088287663	0.00078781585	0.00122800141	0.00056972014	0.00145190582	0.00050602743	0.00045405674	0.00081701251	0.00118504439	0.00106119518	0.00124467126	0.00111846441	0.00098431558	0.00104128883	0.0007211177	0.00071954292	0.00105141704	0.00053846303	0.00129988671	0.00099065348	0.00018113568	0.00060500878	0.0003811831	0.00058158126	0.00075621621	0.00083657425	0.00143013063	0.00087957278	0.00154820679	0.00059414436	0.00190183946	0.00111924119	0.00151065002	0.00070538059	0.00073597892	0.00096691812	0.00098310599	0.0009296528	0.00102780912
Dictyoglomus_unclassified	0	4.200398e-05	0.00019746408	5.81325e-05	0.00022237139	0.00012883062	0	0.00021730753	0	0.00013538192	0	2.017613e-05	0	0	0.00017194512	0.00019071775	0.00014819452	7.874106e-05	0.00018798432	0.00013169871	0	0.00014909291	0.00024894388	0.0001904672	0.00035720624	0	6.097878e-05	0	0.00012002438	0	0.00014600767	0.00011627283	0.00025935617	3.70125e-05	0.00029835865	1.980936e-05	7.881702e-05	0	0	2.208163e-05	0.00031573486	0.00021121968	0	0	0	0	0.00024500336	7.782319e-05
Fibrobacter_succinogenes	0	7.749858e-05	2.194045e-05	0	0	3.857936e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00013095074	0	0	3.269084e-05	0	0	7.759777e-05	0	0	0	5.986141e-05	0	4.699097e-05	5.588887e-05	0	1.974e-05	4.095119e-05	0	0	1.061891e-05	0	0	0	5.220389e-05	0	0	0	0	0.00010305865	0.00036667394
Alicyclobacillus_acidocaldarius	0	0.00011667773	9.424422e-05	0	3.067763e-05	4.468921e-05	0	0	0	0	0	0	0	0	0	0	0	2.254625e-05	0.00015133459	0	0	4.610731e-05	0	0	6.877984e-05	0	0	0	7.674926e-05	0	6.209521e-05	0.00011477447	0	0	8.126992e-05	0.00010886383	0	0	0	0.00014642786	0	0	0	0	0	2.047831e-05	0.0001634064	0
Alicyclobacillus_unclassified	0	7.479657e-05	0.0001623926	0	0.00046348101	0.00013651157	0.00128583936	0	0.00062247331	0	0	0.00226854113	0	0.00153342461	0.00067245559	0.00142388668	0.00139424961	0.00033836451	0.00078879292	0.00042697343	0	0.0010797426	0.0004107689	0	0	0.00120077807	0.00045052191	0.00117938626	0.00047919281	0.00073507135	4.2e-07	0.00070737634	0.00065565801	0.00043674752	0.00128261015	0.0001162266	0.00030095202	0.00074209276	0	0.00033701898	0.00145955271	0.00319285164	0.00128844903	0	0.00064788744	0.00232524529	0	0
Anoxybacillus_flavithermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.097811e-05	7.79148e-06	0	0	1.423014e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Anoxybacillus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.09115e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus_amyloliquefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.804118e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.43722e-06	0
Bacillus_anthracis	0	4.089862e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020404432	0	0	0	3.608882e-05	0.00023099685	0	0	0	0	0	0	7.195493e-05	9.58951e-06	0	0	0.00011273435	0	0	0	0	0	0.00033579744	6.542658e-05	0	0	0	0	0.00027135237	0
Bacillus_cereus_thuringiensis	0	0.00027535944	0.00033991082	0.00053525187	0.00015537807	0.00028471915	0.00038580394	0.00016059619	0	0.00013940157	0	0	0	0.00070225981	0	0.00066356785	0.00032275324	0.00056912192	0.0001976615	0.00054264242	0	0.00062018117	0.00041237796	0.00013266262	0.000362497	0.00027229315	7.351941e-05	0	0.00034047117	0	4.405404e-05	0.00027360076	6.969869e-05	0.00038347855	0.00010024345	7.204997e-05	0.00028097245	7.756424e-05	0	0.00015128268	0.00089454029	0.00075008745	0	0.00012716607	0	0.00021509587	3.846106e-05	0.00057896837
Bacillus_coagulans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.838995e-05	2.816919e-05	0	0	2.909274e-05	0	0	0	0	0	0	0	0	0	0	0	7.43722e-06	0
Bacillus_licheniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.838995e-05	1.198689e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.43722e-06	0
Bacillus_megaterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.698649e-05	0
Bacillus_methanolicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.493917e-05	0	0	0	0	0	0	7.242183e-05	2.757607e-05	0	0	0	0	0	1.153796e-05	3.656001e-05	0	0	5.375831e-05	0	0	0	0	0	0	0	0	0	0	0	0.00012430786	0
Bacillus_mycoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.713583e-05	0	0	0	0	0	0	2.756985e-05	0	0	4.284854e-05	0	0	0	0	0	0	0	0	0	0	0	8.903418e-05	0
Geobacillus_kaustophilus	0	0.00011606364	0.00020893296	0	0.00013183091	7.227083e-05	0	6.728027e-05	0	0.00011930331	0	0.00012281973	0	0.00010875223	0	0	0	0.00019369276	0.00017048304	0	6.914229e-05	0	5.516762e-05	0.00015724618	0.00015744009	0	0	0	9.122456e-05	0.00010077418	0.00013384036	3.865772e-05	6.094257e-05	8.66528e-05	0.0002379596	0.00011990799	0.00016062311	0.00013573741	0	6.514865e-05	0	5.409284e-05	0	0.00052846766	4.294949e-05	0	0.00048851927	0.00011963054
Geobacillus_thermoglucosidasius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.643474e-05	0	0	0	0	0	3.356498e-05	2.69705e-05	0	0	3.810516e-05	0	0	0	0	0	0	0	0	0	0	0	4.781072e-05	0
Geobacillus_unclassified	0.00090955398	0.00056582558	0.00110633075	0.0012945303	0.00124468282	0.00135918046	0.00150463538	0.00178640707	0.00077424574	0.00054217082	0.00147037447	0.00077335294	0.0013980793	0.00199203585	0.00017807507	0.00069813834	0.00086474558	0.00109639665	0.00098542494	0.00110003947	6.65641e-05	0.00154591778	0.00156032418	0.00068856109	0.00147564015	0.00178311994	0.00079225391	0.00117559097	0.00091088853	0.0008360604	0.00033502046	0.00032079914	0.00076861191	0.00084446563	0.00041852429	0.0007273366	0.00053126762	0.0002505448	0.00049494764	0.000674821	0.00110670208	0.00185358149	0.00068900933	0.00055124156	0.00155410573	0.00158994153	0.00081660702	0.00046693917
Gracilibacillus_unclassified	0.00128449366	0	0	0	0	0	0.00158544567	0.00110458215	0	0.00289640132	0	0.00105425165	0	0	0	0	0	0	0.00420504251	0.00105267894	0	0.00277626501	0.00286296961	0.00276509657	0.00203613972	0.00069742084	0	0	0	0	0	0.00024303419	0.00048438837	0.00096798578	0.00122648014	0	0.00069928475	0.00054818217	0	0	0.00533965572	0.00196829266	0	0	0	0	0.003188231	0
Halobacillus_unclassified	0.00119243434	0.00047334313	0.00019214518	0	0	0.00012917975	0	0	0	0.00093786549	0	0	0	0	0.00047997514	0.00099558379	0	0	0.00093168571	0	0.00036516504	0	0.00029215852	0	0	0.00042497667	0.00017070924	0	0.0002058207	0	0.00066374749	0.00024168567	0	0.00016169383	0.00063055341	0.00017828424	0	0	0.0002538193	0	0	0.00143182902	0	0	0	0.00071732999	0	0
Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.455157e-05	0	0	0	0	0	5.936806e-05	1.45341e-05	0	0	4.079307e-05	0	0	0	0	0	0	0	0	0	0	0	4.441084e-05	0
Lysinibacillus_sphaericus	0	0.00010476432	0	0.00054561059	0.00023447662	0.00020406909	0	0.00019127187	0	0	0	0.00017610038	0.00013195102	0	0.00015570075	0	0	0	7.741742e-05	0.00020037149	9.67992e-05	8.087676e-05	0.00016941057	0.00033398203	0.00010549448	0.00041712351	0.00093803866	0	0	0	7.531143e-05	4.974559e-05	0.00027967036	4.22378e-05	2.134521e-05	0.00032939635	5.91521e-05	0	0	0.00028972357	0.00036187879	9.736712e-05	0	0.00036989907	0	0	0.00015129435	0.00017030611
Oceanobacillus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.378803e-05	0	0	0	0	0	4.405404e-05	2.667083e-05	0	0	2.419124e-05	0	0	0	0	0	0	0	0	0	0	0	8.669676e-05	0
Exiguobacterium_unclassified	0	0.00082448169	0.00172432019	0.00248933864	0.00107438049	0.00158681612	0.00135222545	0.00033640133	0.00087273835	0.00090731612	0.00106163833	0.00100841462	0.00038137979	0.00161258316	0.00048028163	0.00095312473	0.00096659462	0.0018127524	0.00284056047	0.00063208097	0.0021670834	0.00177040749	0	0.00170822506	0.00221778903	0.00080555279	0.00153716696	0.00081764772	0.00049879478	0.00311476009	0.00119847959	0.00126836279	0.00015848571	0.00145582507	0.00030911031	0.00062986754	0.0009080476	0.00106527708	0.00023089786	0.00250712681	0.00102344237	0.00143217247	0.00627758812	0.00254784782	0.00134934287	0.00145204445	0.00196937649	0.00118490339
Gemella_haemolysans	0	0.00011790592	0.00019713165	0	0.00020280404	0.00020581476	0	0.0005702067	0	0.00011255029	0	2.448559e-05	2.932245e-05	0.0001998935	0.00017470359	0.00044431204	0.00066493274	9.496752e-05	0.00027240225	0.00017486966	0.00015937884	0.00046995447	0.00039582767	0.0002465	0.00033251605	0	0.00014437393	0	2.216531e-05	0	0.00021838216	0.00012975808	0.00020664435	4.514074e-05	0.00035243319	6.942041e-05	0.00012270913	0	0	0.00027093069	0.00041253681	0.00022873546	0	0.00012094214	0.00011759601	0	0.00043348382	0
Gemella_unclassified	0.0003169837	0.00013264416	0.00039559303	0.00032173863	0.00084836095	0.00021035351	0.00010044805	0.00035599252	6.678737e-05	0.00062513647	0.0002409392	0.00071380398	0.00012142501	7.752455e-05	0.00087934142	0.00215172317	0.0002442157	0.0005091694	0.0005221558	0.00051131161	0.00018375442	0.00030952369	0.00066453995	0.00038757861	0.00086720313	0.00016582245	0.00023200154	0.00012571897	0.00018109206	0.00050988726	2.811067e-05	9.364758e-05	0.00059769252	0.00017490221	2.561426e-05	0.00043668245	0.00039675953	0.0002730138	0.0002549848	0.00090017896	0.00093140529	0.00028300003	0.00037307565	0.00038178111	0.00040445419	0.00024559234	0.00027836461	0.0005592411
Listeria_fleischmannii	0	0	0	0	0	1.11723e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.692148e-05	1.018886e-05	0	0	3.763082e-05	0	0	0	0	0	0	0	0	0	0	0	4.101097e-05	0
Listeria_innocua	0	1.375569e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66422e-05	6.338068e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010603354	0
Listeria_ivanovii	0	0	0	0	0	3.124753e-05	0	2.861345e-05	0	0	0	0	0	0	0	0	5.855626e-05	0	0	0	0	0	0	0	6.573364e-05	0	0	0	0	0	7.153537e-05	6.832527e-05	0.00015831059	0	0.00010372193	0	0	0	0	0	0	0	0	0	0	0	0.00020781724	0
Listeria_monocytogenes	0	3.463486e-05	1.49594e-05	0	0	2.112263e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.692363e-05	9.516414e-05	0.00013465588	0	0	0	0	0	0	4.8879e-05	2.48728e-05	0	0	9.059857e-05	0	0	0	0	0	0	0	0	0	0	0	8.754673e-05	0
Listeria_seeligeri	0	1.068522e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.523532e-05	0	5.139638e-05	4.495084e-05	4.833376e-05	0	9.771364e-05	1.227129e-05	0	0	0	0	0	0	0	0	0	0	0.00012388288	0
Listeria_unclassified	0.00028169758	0.00029722117	0.00072935387	0.00015398927	0.00186370773	0.00037793805	0.00030169173	0.00293842051	0.00030054317	0.00106729832	0	0	0.00052366885	0	0.00062586796	0.00103804286	0.0006238601	0.00052847036	0.00083059009	0.00039145303	0	0.00155461015	0.00113576338	0	0.00074423312	0.00014754876	0.00043453261	0	0.00025241308	0.0003358423	0	0	0.00071660058	0	0.00084131763	0.00045508938	0.00071155566	0	0.00078761683	0.00022911653	0.00073554435	0.00019387563	0.00060164352	0.00095565511	0.00032980767	0.0001601433	0.00039566023	0.00044449713
Paenibacillus_alvei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.573358e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus_mucilaginosus	0	4.642545e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.59471e-06	0	2.978892e-05	4.525051e-05	0	0	4.522023e-05	0	0	0	0	0	0	0	0	0	0	0	8.159695e-05	0
Paenibacillus_polymyxa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11184e-05	1.977837e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.168706e-05	0
Kurthia_unclassified	0	1.965099e-05	0	0	0	0	0	0	0	0	0	0.00015553248	0	0	0	0.00018746952	0	0	0	0	0	0	2.758381e-05	0	0	0	0	0	3.76961e-05	0	7.426252e-05	0.00032319652	0	0	9.423516e-05	0	0	0	0	0	0	0	0	0	0	0	0.00011857057	0
Paenisporosarcina_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.237579e-05	1.977837e-05	0	0	3.668214e-05	0	0	0	0	0	0	0	0	0	0	0	7.479721e-05	0
Planococcus_unclassified	0	1.007113e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.356792e-05	0	0	0	0	0	3.818017e-05	2.337444e-05	0	0	3.63659e-06	0	0	0	0	0	0	0	0	0	0	0	3.548618e-05	0
Sporolactobacillus_unclassified	0.00126497787	0.0011910954	0.00043365639	0.00047108967	0.00138861896	0.0008874998	0.00122431927	0.00035960142	0.00028065705	0.00102324292	0.00127092353	0.000880306	0.00105805168	0.00096406401	0.00030680403	0.00141460601	0.00053616446	0.00065862369	0.00143242818	0.00067069802	0.00055641964	0.00093140554	0.00019193734	0.00088500808	0.00061853756	0.00160763206	0.00086498953	0.00073035606	0.00013676145	0.00017941671	0.00032306294	0.00025577026	0.00035637395	0.00096987269	5.676246e-05	0.00015707245	0.0004208294	0.00037997242	0.00042268684	0.00043113999	0.00049404104	0.00036474033	0.00028271893	0.0004522246	0.00037180625	0.00056926743	0.00012940767	0.0010041002
Sporolactobacillus_vineae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.302178e-05	0	3.461389e-05	2.292493e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.357375e-05	0
Salinicoccus_unclassified	0.00040017221	0.00041733782	0.00085883579	0.001131883	0.0008294569	0.00114568473	0	0.00112417334	0	0.00132246591	0.00213095967	0.00060352087	0	0.00025926241	0	0.00181877916	0.00038519476	0.0008541953	0.00084932676	0.00044755704	0.00036235247	0.00086810247	0.00059994787	0.0009600876	0.00117919745	0.0005255575	0.00039189449	0	0.00033353508	0	0.00078017602	0.00067096616	0.00056809684	0.00015806515	0.00043117331	0.0016823932	0.00045229328	0.00065714145	0.00138227919	0.00095436509	0.00146632383	0.00081740299	0	0.00116840012	0.00086263487	0.00012478507	0.00058987798	0.00030803506
